plot_id,class,Site,cover,level,layer,id,percentage_inside,pland,NA
145,1,ana,bare,class,1,NA,99.99391446,0.838060491,NA
145,1,man,bare,class,NA,NA,NA,0,NA
145,255,vhu,bare,class,1,NA,100.0311061,23.15087528,NA
146,1,ana,bare,class,1,NA,99.89351896,2.279303964,NA
146,1,man,bare,class,NA,NA,NA,0,NA
146,255,vhu,bare,class,1,NA,99.91145171,14.04008749,NA
147,1,ana,bare,class,NA,NA,NA,0,NA
147,1,man,bare,class,NA,NA,NA,0,NA
147,255,vhu,bare,class,1,NA,100.0311061,34.4612211,NA
148,1,ana,bare,class,NA,NA,NA,0,NA
148,1,man,bare,class,1,NA,99.80872838,20.08192819,NA
148,255,vhu,bare,class,1,NA,100.0311061,43.04758903,NA
149,1,ana,bare,class,NA,NA,NA,0,NA
149,1,man,bare,class,1,NA,99.94930406,5.853291337,NA
149,255,vhu,bare,class,1,NA,99.91145171,81.95833483,NA
150,1,ana,bare,class,NA,NA,NA,0,NA
150,1,man,bare,class,1,NA,99.94930406,70.40708385,NA
150,255,vhu,bare,class,1,NA,100.0311061,41.86187434,NA
151,1,ana,bare,class,1,NA,100.094512,5.32966035,NA
151,1,man,bare,class,NA,NA,NA,0,NA
151,255,vhu,bare,class,1,NA,100.0311061,64.31280979,NA
152,1,ana,bare,class,NA,NA,NA,0,NA
152,1,man,bare,class,NA,NA,NA,0,NA
152,255,vhu,bare,class,1,NA,99.91145171,54.73355086,NA
153,1,ana,bare,class,NA,NA,NA,0,NA
153,1,man,bare,class,NA,NA,NA,0,NA
153,255,vhu,bare,class,1,NA,100.0311061,35.82929834,NA
154,1,ana,bare,class,NA,NA,NA,0,NA
154,1,man,bare,class,NA,NA,NA,0,NA
154,255,vhu,bare,class,1,NA,100.0311061,12.9123571,NA
155,1,ana,bare,class,NA,NA,NA,0,NA
155,1,man,bare,class,NA,NA,NA,0,NA
155,255,vhu,bare,class,1,NA,100.0311061,14.37054121,NA
156,1,ana,bare,class,NA,NA,NA,0,NA
156,1,man,bare,class,NA,NA,NA,0,NA
156,255,vhu,bare,class,1,NA,99.91145171,33.20635376,NA
157,1,ana,bare,class,NA,NA,NA,0,NA
157,1,man,bare,class,NA,NA,NA,0,NA
157,255,vhu,bare,class,1,NA,100.0311061,65.61599289,NA
158,1,ana,bare,class,NA,NA,NA,0,NA
158,1,man,bare,class,NA,NA,NA,0,NA
158,255,vhu,bare,class,1,NA,100.0311061,65.88086984,NA
159,1,ana,bare,class,NA,NA,NA,0,NA
159,1,man,bare,class,NA,NA,NA,0,NA
159,255,vhu,bare,class,1,NA,99.91145171,62.89519165,NA
